student,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19
36634,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0
36368,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0
36428,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0
36704,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
36707,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0
36703,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
36370,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
36491,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0
36376,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0
36828,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
36430,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0
5707,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0
54324,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
36632,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
9772,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0
36630,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
5404,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
36708,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
36429,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1
36399,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
36466,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0
36349,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
9702,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
36635,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22498,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
22554,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
22481,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
22577,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1
15782,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
22553,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
36531,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
36564,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
36530,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1
36863,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
5396,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0
31928,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
53009,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0
22522,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
31982,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0
36565,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39804,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0
52309,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0
36642,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
36733,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1
36669,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1
54452,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
52308,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0
5796,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1
5465,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
5799,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1
5578,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1
36771,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
39811,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0
36764,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0
5332,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0
28226,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1
36570,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
36400,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0
36398,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
36797,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0
22465,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1
36463,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0
6394,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
53667,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0
36369,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36464,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1
36377,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
6336,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
36767,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
37386,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0
56520,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1
37612,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1
10874,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
37502,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1
36862,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
37613,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1
37503,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
52452,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0
52310,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1
5422,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0
5643,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0
10847,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0
10734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5327,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
38044,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1
37939,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0
36566,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
37390,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1
36532,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
7670,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0
37819,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
36864,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1
37461,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
37937,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1
54332,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
54457,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
52398,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
36465,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1
37944,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
36435,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1
36598,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1
37712,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0
37388,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0
37709,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0
36492,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0
36631,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
36437,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1
36373,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36706,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1
37387,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1
36772,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
37710,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
36641,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
37389,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0
36573,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
38043,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1
36712,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
37282,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
36439,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
38041,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1
36830,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0
36498,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
32071,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
36599,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
31818,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0
13092,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0
31758,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0
13089,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0
31863,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0
31942,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55588,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
36834,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0
12915,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
57720,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
13090,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
55580,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
31764,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
13003,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0
36440,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0
36571,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
36572,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
36378,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
38040,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
37504,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
37713,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0
31888,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
32050,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
32025,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0
31759,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0
11339,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0
31760,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
54914,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
32108,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
31874,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1
16489,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
13063,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1
31908,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1
53016,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
32073,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
31771,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0
31981,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
55738,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55720,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
31793,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0
31817,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1
31873,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
31944,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
12950,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
32048,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
12920,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
13065,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
32111,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0
37494,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0
31875,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1
55594,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
32005,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0
13094,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0
32027,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0
12947,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1
53010,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1
13004,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
31819,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0
31848,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0
12917,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0
31770,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1
12975,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
55601,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0
31957,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0
31903,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0
10755,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0
41698,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
12418,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0
10428,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1
41866,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1
42057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41924,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
40249,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
42054,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10876,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0
41980,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
41981,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1
40999,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
40374,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0
33371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41002,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
40333,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
40135,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
40375,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0
41816,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1419,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1018,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1
1417,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1
41000,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1
40868,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1
41815,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
25591,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0
5647,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1
10078,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1
10092,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0
5645,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0
5407,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0
23388,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0
23345,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1
682,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
677,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0
11163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
5484,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0
1019,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1
1385,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
10988,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0
5668,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0
5421,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0
42294,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25501,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1
54640,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1
20519,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1
20495,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
20589,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0
41984,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1
42111,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0
41926,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0
41922,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
41699,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
41768,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
41923,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
42109,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
42055,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0
41767,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
41868,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1
31761,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0
31757,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0
32089,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
31866,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
31867,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0
32109,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
31768,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
31996,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1
25530,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
25629,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0
25525,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0
31864,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0
28351,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0
28361,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0
28108,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1
37932,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
28331,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
25526,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0
25689,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0
52912,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0
25627,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
25592,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
25550,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0
25443,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0
11340,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
25658,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
11154,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
11333,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
11426,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1
57244,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1
11246,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
11480,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
11494,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0
11334,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0
10895,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
11425,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0
11335,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0
25626,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0
25690,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0
11424,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
57245,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
11066,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0
11248,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1
11501,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0
55717,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0
11067,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
10894,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0
11152,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0
6350,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
53071,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0
31955,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
13093,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
31865,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0
31792,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
53066,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1
32049,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1
31943,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
31804,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0
10552,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0
31945,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1
32040,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1
32081,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0
10551,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0
31910,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0
10850,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0
10730,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0
559,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
494,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
435,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40511,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
15824,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1
53069,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1
493,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
40383,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0
492,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
603,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28301,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
28125,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
40390,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0
41074,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0
40382,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1
40755,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
40384,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1
40503,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1
40254,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0
40631,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1
53051,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
55428,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0
30743,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0
