student,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19
13000,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
18454,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1
11423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30698,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
12942,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
9598,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
52852,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1
5325,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0
12970,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
41717,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0
30594,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0
37146,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
18550,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0
41414,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1
53470,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
5936,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
10984,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13361,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
36936,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0
20594,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1
10983,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1
30643,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
36884,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1
54435,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
19362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18526,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
18401,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
18452,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
54582,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1
7123,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1
469,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
7580,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
57924,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
20441,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1
11151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
587,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1
18450,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0
11422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
588,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0
20412,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0
18403,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1
11493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
443,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0
20521,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1
54627,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
10980,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
609,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0
4040,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1
57225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
532,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1
20564,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1
18400,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
11421,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
18586,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0
39615,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1
18371,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
11491,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7415,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34027,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
34021,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1
40239,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1
3603,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0
33901,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
40363,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1
33842,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
34175,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1
34093,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
57541,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
33902,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
33904,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
34026,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1
55332,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0
33772,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
56766,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1
10237,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1
3144,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
27636,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1
40860,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
33805,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
40237,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1
34174,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
40736,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
40737,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1
22207,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1
33775,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1
42199,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1
42292,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
7355,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
42293,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0
9462,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1
10064,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1
20376,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1
20593,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1
20406,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1
53559,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
20465,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0
20379,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
9911,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1
10061,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1
9913,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1
9833,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0
9761,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1
9910,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1
9584,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0
25574,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0
9583,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
56540,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1
56539,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1
3922,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1
43283,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
40205,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0
40387,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0
36442,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
39136,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0
36677,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
40990,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1
33845,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1
33776,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
40857,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1
40618,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
40992,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0
40621,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0
40358,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1
32033,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1
40856,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1
40745,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
33919,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1
40859,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
53721,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1
40236,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0
13485,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
13745,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1
13665,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
13742,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1
33771,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
1993,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1
33846,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0
30159,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
40359,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1
40855,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
39178,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1
54924,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1
40733,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0
33716,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1
40366,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1
34094,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1
40854,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
33717,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1
55537,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1
34022,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
33774,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1
55570,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1
30087,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1
29769,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1
29572,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28135,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
29902,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29574,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57134,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
29835,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1
3608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29754,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
29755,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29573,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29649,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
10059,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1
9836,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1
53552,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
23629,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1
891,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1
9590,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
10144,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
9766,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
9685,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0
9686,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10146,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0
9597,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1
10150,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1
9839,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0
9596,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
10072,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1
9843,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
10149,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0
9840,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
9986,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
10147,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
10148,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1
9993,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1
25706,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1
25478,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
52894,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0
11221,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
57227,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
57226,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1
11123,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1
9883,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1
25520,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1
25558,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1
57228,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1
25477,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1
14877,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1
25499,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
39499,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1
11112,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
11552,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0
25556,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1
10955,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
52884,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
25461,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1
10956,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1
11557,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
11556,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11393,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
25497,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1
52839,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1
25459,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1
25573,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
25705,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1
25498,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0
10982,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25615,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1
25678,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1
25614,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1
25441,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
25547,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25577,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25521,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0
25625,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1
25476,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
25480,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1
57231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
25560,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1
25557,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
11303,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
25575,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1
11392,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
11302,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1
25440,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
25655,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
25677,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
25642,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
25656,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0
25616,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1
25559,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
27594,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
27898,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
9835,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1
9722,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1
9805,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0
9648,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1
9880,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9553,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
27592,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
55121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
27886,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0
27710,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
27880,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
55085,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
27634,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1
25576,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27748,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
28005,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
9569,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
9556,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1
9554,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9806,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1
9555,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
9962,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1
10114,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0
27754,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1
55065,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0
14609,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1
55071,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1
28008,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
27633,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1
10113,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1
5946,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
10035,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1
5903,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0
10036,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
5890,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1
10037,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1
5902,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
5928,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1
9657,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
9885,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1
56532,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
9563,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0
9734,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1
10041,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1
9886,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0
5893,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
9965,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0
10119,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1
9585,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0
5880,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1
9813,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1
5899,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
5891,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1
55851,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
5949,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1
5892,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1
9964,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1
9570,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1
7209,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
7577,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
7576,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7655,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1
36643,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1
7266,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1
7356,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
7579,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1
7357,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
7326,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1
7361,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
27635,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1
56258,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7585,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1
7586,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
7424,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
56288,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
7584,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
7208,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
7423,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
7127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7659,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41558,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1
41426,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1
41504,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0
7426,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
7661,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7660,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7213,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7207,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
56241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
